time,"Average speed (mph)","Calculated boost (psi)","Calculated engine load value (%)","Calculated instant fuel consumption (MPG)","Calculated instant fuel rate (gal./h)","Distance travelled (miles)","Distance travelled (Today) (miles)","Distance travelled (total) (miles)","Distance travelled (Week) (miles)","Engine coolant temperature (℉)","Engine RPM (rpm)","Engine RPM x1000 (rpm)","Fuel used (gallon)","Fuel used (Today) (gallon)","Fuel used (total) (gallon)","Fuel used (Week) (gallon)","Fuel used price ($)","Fuel used price (Today) ($)","Fuel used price (total) ($)","Fuel used price (Week) ($)","Instant engine power (based on fuel consumption) (hp)","Intake air temperature (℉)","Intake manifold absolute pressure (psi)","Long term fuel % trim - Bank 1 (%)","Long term fuel % trim - Bank 2 (%)","OBD Module Voltage (V)","Short term fuel % trim - Bank 1 (%)","Short term fuel % trim - Bank 2 (%)","Timing advance (°)","Vehicle acceleration (g)","Vehicle speed (mph)",
13:16:35.404,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,
13:16:35.560,,-7.251886900361,,,,,,,,,,,,,,,,,,,,,6.6717359483220005,,,,,,,,,
13:16:35.768,,,,,0.32311644996829947,,,,,,722,0.7,0.0075127021930796985,0.0077455230400000005,0.013474621204,0.013474621204,0.028723063818309642,0.0296132,0.05151707,0.05151707,4.785122013186472,,,,,,,,,,,
13:16:35.988,0,,,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,
13:16:36.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4,,,
13:16:36.399,,,,,,,,,,,,,,,,,,,,,,132.8,,,,,,,,,,
13:16:36.499,,,,,,,,,,,,,,,,,,,,,,,,,,14.3,,,,,,
13:16:37.013,,,41.96078431372549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:16:37.171,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,
13:16:37.322,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,,
13:16:37.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6875,,,,
13:16:37.618,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,
13:16:37.769,,-7.251886900361,,,,,,,,,,,,,,,,,,,,,6.6717359483220005,,,,,,,,,
13:16:37.941,,,,,0.32132633113191,,,,,,718,0.7,0.007706321326148786,0.007939161116,0.013668259280000001,0.013668259280000001,0.029463321394433452,0.03035353,0.0522574,0.0522574,4.758611641922282,,,,,,,,,,,
13:16:38.124,0,,,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,
13:16:38.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4,,,
13:16:38.431,,,,,,,,,,,,,,,,,,,,,,132.8,,,,,,,,,,
13:16:38.480,,,,,,,,,,,,,,,,,,,,,,,,,,14.3,,,,,,
13:16:38.989,,,41.96078431372549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:16:39.171,,,,,,,,,,213.8,,,,,,,,,,,,,,,,,,,,,,
13:16:39.330,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,
13:16:39.482,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,,
13:16:39.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.90625,,,,
13:16:40.133,,,41.96078431372549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:16:40.314,,,,,,,,,,213.8,,,,,,,,,,,,,,,,,,,,,,
13:16:40.471,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,
13:16:40.618,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,,
13:16:40.771,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.90625,,,,
13:16:40.918,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,
13:16:41.071,,-7.251886900361,,,,,,,,,,,,,,,,,,,,,6.6717359483220005,,,,,,,,,
13:16:41.242,,,,,0.32401150938649415,,,,,,724,0.7,0.008003339514080337,0.008236090444,0.013965188608000001,0.013965188608000001,0.030598901129647124,0.03148877,0.053392640000000005,0.053392640000000005,4.798377198818566,,,,,,,,,,,
13:16:41.423,0,,,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,
