Time,Amb pressure (PSI),Accel Ped. Pos. (%),Boost (PSI),Coolant (*F),Ethanol Content (Active) (%),Fuel Interpolation (FF) (%),Fuel low pressure sensor (PSI),Fuel mode (-),Fuel Scalar Interpolation (FF) (%),Gear (-),IAT (*F),Lambda bank 1 (AFR),Lambda bank 2 (AFR),MAF (g/s),Oil temp (*F),Rail pressure (PSI),RPM (RPM),Speed (mph),STFT 1 (%),STFT 2 (%),Timing Cyl. 1 (*CRK),Timing Cyl. 2 (*CRK),Timing Cyl. 3 (*CRK),Timing Cyl. 4 (*CRK),Timing Cyl. 5 (*CRK),Timing Cyl. 6 (*CRK),Transmission temp (*F),WGDC Bank 1 (%),WGDC Bank 2 (%),WGDC Base Value (%),MHD version 3.20 IJE0S Unknown
4401.909,14.3,0,-8.1,223,92,93.33,72.7,2,52.55,2,99,14.76,14.57,6.68,219,720.8,863,5,5.2,4.7,-3,-3,-3,-3,-3,-3,201,54.9,54.9,34.5,0
4401.986,14.3,0,-8.2,223,92,93.33,72.3,2,52.55,2,99,14.71,14.46,6.09,219,734.6,829,5,4.8,4.2,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9,201,54.7,54.7,34.6,0
4402.070,14.3,0,-8.2,223,92,93.33,71.4,2,52.55,2,99,14.64,14.34,5.83,219,759.4,802,5,4.4,3.8,-1.9,-1.5,-1.9,-1.5,-1.9,-1.5,201,55.9,55.9,34.7,0
4402.188,14.3,0,-8.2,223,92,93.33,71.1,2,52.55,2,99,14.58,14.21,5.68,219,752.1,785,5,4.2,3.6,-2.2,-1.9,-2.2,-1.9,-2.2,-1.9,201,57,57,34.8,0
4402.265,14.3,0,-8.2,223,92,93.33,70.4,2,52.55,2,99,14.47,14.01,5.48,219,753.4,763,5,3.6,2.7,-2.2,-1.9,-2.2,-1.9,-2.2,-1.9,201,58.2,58.2,34.9,0
4402.345,14.3,0,-8.3,223,92,93.33,69.7,2,52.55,2,99,14.43,13.95,5.36,219,751.7,753,5,3.5,2.4,-2.2,-2.2,-2.2,-2.2,-2.2,-2.2,201,58.6,58.6,34.9,0
4402.428,14.3,0,-8.3,223,92,93.33,71.1,2,52.55,2,99,14.4,13.98,5.23,219,755.4,741,5,3.6,2.5,-3,-2.6,-3,-2.6,-3,-2.6,201,59,59,35,0
4402.510,14.3,0,-8.3,223,92,93.33,74.8,2,52.55,2,99,14.35,14.07,5.09,219,752.7,725,5,3.4,2.7,-2.2,-1.9,-2.2,-1.9,-2.2,-1.9,201,60.5,60.5,35,0
4402.592,14.3,0,-8.3,223,92,93.33,74.6,2,52.55,2,99,14.34,14.18,5.05,219,751.3,722,6,3.6,3,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,201,59.8,59.8,35,0
4402.670,14.3,0,-8.4,223,92,93.33,73.9,2,52.55,2,99,14.34,14.31,5.03,219,759,724,6,3.5,3.5,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9,201,59.8,59.8,35,0
4402.749,14.3,0,-8.4,223,92,93.33,73.2,2,52.55,2,99,14.35,14.44,4.99,219,754.4,721,6,3.6,3.8,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,201,60.5,60.5,35,0
4402.829,14.3,0,-8.4,223,92,93.33,72.9,2,52.55,2,99,14.4,14.53,4.96,219,753.7,717,6,3.8,3.8,-1.5,-1.1,-1.5,-1.1,-1.5,-1.1,201,60.5,60.5,35,0
4402.945,14.3,0,-8.4,223,92,93.33,73.4,2,52.55,2,99,14.41,14.63,4.99,219,758.5,719,6,3.6,3.9,-1.9,-1.5,-1.9,-1.5,-1.9,-1.5,201,60.2,60.2,35,0
4403.030,14.3,0,-8.4,223,92,93.33,73.9,2,52.55,2,99,14.44,14.8,4.91,219,755.5,711,6,3.7,4.2,0,0.4,0,0.4,0,0.4,201,61.3,61.3,35,0
4403.109,14.3,0,-8.4,223,92,93.33,73.6,2,52.55,2,99,14.47,14.93,4.97,219,758,718,6,3.8,4.9,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,201,60.2,60.2,35,0
4403.190,14.3,0,-8.4,223,92,93.33,73.4,2,52.55,2,99,14.48,14.99,4.96,219,753.4,717,6,3.8,4.7,-1.9,-1.5,-1.9,-1.5,-1.9,-1.5,201,60.2,60.2,35,0
4403.270,14.3,0,-8.4,223,92,93.33,73.6,2,52.55,2,99,14.51,15.01,4.95,219,759.8,716,5,3.8,4.8,1.1,1.5,1.1,1.5,1.1,1.5,201,61.2,61.2,35,0
4403.350,14.3,0,-8.4,223,92,93.33,73.4,2,52.55,2,99,14.53,15.04,4.93,219,760.7,714,5,3.7,4.9,1.5,1.5,1.5,1.5,1.5,1.5,201,59.7,59.7,34.9,0
4403.484,14.3,0,-8.3,223,92,93.33,73.4,2,52.55,2,99,14.54,15.07,4.95,219,762.2,712,4,3.8,5,3.4,3.4,3.4,3.4,3.4,3.4,201,59.6,59.6,34.9,0
4403.563,14.3,0,-8.1,223,92,93.33,73.2,2,52.55,2,99,14.58,15.07,5.13,219,761.4,708,4,4,4.9,3,2.2,3,2.2,3,2.2,201,59.5,59.5,34.8,0
4403.713,14.3,0,-7.9,223,92,93.33,73,2,52.55,2,99,14.6,15.04,5.3,219,755.7,701,4,3.8,4.6,2.6,1.9,2.6,1.9,2.6,1.9,201,59.1,59.1,34.8,0
4403.790,14.3,0,-7.8,223,92,93.33,73,2,52.55,2,99,14.61,15.01,5.42,219,756.8,700,4,4,4.7,2.6,1.9,2.6,1.9,2.6,1.9,201,60.2,60.2,34.7,0
4403.865,14.3,0,-7.7,223,92,93.33,72.7,2,52.55,2,99,14.64,14.99,5.51,219,754.6,701,4,4.1,4.7,0.8,0,0.8,0,0.8,0,201,58.7,58.7,34.7,0
4403.949,14.3,0,-7.7,223,92,93.33,73,2,52.55,2,99,14.66,14.93,5.56,219,747.5,700,4,3.9,4.4,0.4,0,0.4,0,0.4,0,201,58.4,58.4,34.7,0
4404.025,14.3,0,-7.6,223,92,93.33,73,2,52.55,2,99,14.68,14.89,5.54,219,744.9,697,4,4.1,4.3,1.5,1.1,1.5,1.1,1.5,1.1,201,58,58,34.7,0
4404.110,14.3,0,-7.6,223,92,93.33,72.9,2,52.55,2,99,14.71,14.86,5.67,219,746.7,706,4,3.9,4.4,0,-0.4,0,-0.4,0,-0.4,201,57.2,57.2,34.7,0
4404.187,14.3,0,-7.6,223,92,93.33,72.7,2,52.55,2,99,14.71,14.83,5.67,219,744.8,703,4,3.8,4.4,1.5,0.8,1.5,0.8,1.5,0.8,201,57.2,57.2,34.6,0
4404.265,14.3,0,-7.5,223,92,93.33,73.6,2,52.55,2,99,14.76,14.77,5.71,219,738,704,3,4.1,4.3,-1.1,-1.5,-1.1,-1.5,-1.1,-1.5,201,55.1,55.1,34.7,0
4404.381,14.3,0,-7.5,223,92,93.33,73.6,2,52.55,2,99,14.76,14.74,5.71,219,739.6,702,3,3.8,4.2,1.1,0.8,1.1,0.8,1.1,0.8,201,54,54,34.6,0
4404.460,14.3,0,-7.5,223,92,93.33,72.9,2,52.55,2,99,14.81,14.74,5.92,219,734.2,718,3,3.9,4.4,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9,201,54,54,34.6,0
4404.537,14.3,0,-7.5,223,92,93.33,72.3,2,52.55,2,99,14.84,14.77,5.87,219,730.4,713,3,3.9,4.7,-2.6,-2.6,-2.6,-2.6,-2.6,-2.6,201,55.4,55.4,34.7,0
4404.615,14.3,0,-7.5,223,92,93.33,71.6,2,52.55,2,99,14.87,14.74,5.84,219,731,710,3,4,4.5,-2.2,-1.9,-2.2,-1.9,-2.2,-1.9,201,54.4,54.4,34.7,0
4404.697,14.3,0,-7.5,223,92,93.33,70.7,2,52.55,2,99,14.9,14.74,5.85,219,727.5,713,2,3.9,4.6,-2.2,-1.9,-2.2,-1.9,-2.2,-1.9,201,54.8,54.8,34.7,0
4404.776,14.3,0,-7.5,225,92,93.33,70.5,2,52.55,2,99,14.93,14.77,5.84,219,720.3,715,2,3.9,4.8,-1.9,-1.5,-1.9,-1.5,-1.9,-1.5,201,55.8,55.8,34.6,0
4404.857,14.3,0,-7.6,223,92,93.33,71.8,2,52.55,2,99,14.93,14.8,5.83,219,721,717,2,3.9,5,-1.9,-1.5,-1.9,-1.5,-1.9,-1.5,201,55.4,55.4,34.6,0
4404.940,14.3,0,-7.6,223,92,93.33,71.6,2,52.55,2,99,14.97,14.83,5.8,219,716.3,715,2,4.3,4.9,-0.8,-0.4,-0.8,-0.4,-0.8,-0.4,201,54.4,54.4,34.6,0
4405.023,14.3,0,-7.6,225,92,93.33,71.6,2,52.55,2,99,14.97,14.86,5.85,219,710.6,720,2,4,4.9,-0.8,-0.4,-0.8,-0.4,-0.8,-0.4,201,54,54,34.6,0
4405.100,14.3,0,-7.5,225,92,93.33,72.3,2,52.55,2,99,14.97,14.89,5.89,219,713.3,722,2,4.1,5,-1.1,-0.8,-1.1,-0.8,-1.1,-0.8,201,55,55,34.6,0
4405.176,14.3,0,-7.5,223,92,93.33,72.5,2,52.55,2,99,14.97,14.93,5.89,219,711.6,720,2,4.1,5,-1.1,-0.8,-1.1,-0.8,-1.1,-0.8,201,54,54,34.6,0
4405.289,14.3,0,-7.5,225,92,93.33,72,2,52.55,2,99,14.97,14.96,5.89,219,707.5,721,2,4.2,5.1,-1.5,-1.1,-1.5,-1.1,-1.5,-1.1,201,54,54,34.6,0
4405.380,14.3,0,-7.5,225,92,93.33,71.6,2,52.55,2,99,14.97,15.01,5.92,219,706.9,724,2,4.3,5.2,-2.2,-1.9,-2.2,-1.9,-2.2,-1.9,201,54,54,34.6,0
4405.460,14.3,0,-7.5,225,92,93.33,71.8,2,52.55,2,99,14.97,15.04,5.92,219,699.4,724,2,4.4,5.2,-2.2,-1.9,-2.2,-1.9,-2.2,-1.9,201,55,55,34.6,0
4405.621,14.3,0,-7.5,225,92,93.33,72.2,2,52.55,2,99,14.97,15.07,5.89,219,700,721,2,4.4,5.3,-2.2,-2.2,-2.2,-2.2,-2.2,-2.2,201,54,54,34.6,0
4405.786,14.3,0,-7.6,225,92,93.33,72.3,2,52.55,2,99,14.97,15.07,5.91,219,692.7,725,2,4.6,5.3,-3,-3.4,-3,-3.4,-3,-3.4,201,54.8,54.8,34.7,0
4405.877,14.3,0,-7.6,225,92,93.33,71.8,2,52.55,2,99,14.93,15.01,5.91,219,691.5,732,2,4.7,5,-3,-3,-3,-3,-3,-3,201,54.1,54.1,34.7,0
4405.966,14.3,0,-7.7,225,92,93.33,72.2,2,52.55,2,99,14.9,14.93,5.86,219,686.4,733,2,4.6,4.6,-3.4,-3.4,-3.4,-3.4,-3.4,-3.4,201,54.1,54.1,34.7,0
4406.056,14.3,0,-7.7,225,92,93.33,72.7,2,52.55,2,99,14.87,14.86,5.8,219,684.6,729,3,4.3,4.6,-3,-3.4,-3,-3.4,-3,-3.4,201,54.1,54.1,34.7,0
4406.154,14.3,0,-7.7,225,92,93.33,72.7,2,52.55,2,99,14.87,14.74,5.72,219,684.6,727,3,4.5,4.3,-2.6,-3,-2.6,-3,-2.6,-3,201,55.1,55.1,34.7,0
4406.328,14.3,0,-7.8,225,92,93.33,72.5,2,52.55,2,99,14.84,14.66,5.69,219,679.4,727,3,4.4,3.9,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1,201,53.8,53.8,34.7,0
4406.406,14.3,0,-7.8,225,92,93.33,71.6,2,52.55,2,99,14.79,14.48,5.7,219,681.6,732,3,4.1,3.4,-2.2,-2.6,-2.2,-2.6,-2.2,-2.6,201,53.9,53.9,34.7,0
4406.497,14.3,0,-7.8,225,92,93.33,71.1,2,52.55,2,99,14.76,14.41,5.68,219,676.5,730,4,3.9,3,-2.2,-2.6,-2.2,-2.6,-2.2,-2.6,201,55.2,55.2,34.7,0
4406.575,14.3,0,-7.8,225,92,93.33,72.9,2,52.55,2,99,14.73,14.4,5.62,219,672.8,727,4,3.6,3.1,-3,-3,-3,-3,-3,-3,201,54.6,54.6,34.8,0
4406.671,14.3,0,-7.8,225,92,93.33,72,2,52.55,2,99,14.73,14.38,5.56,219,672.7,723,4,3.8,3,-3.4,-3,-3.4,-3,-3.4,-3,201,54.6,54.6,34.8,0
4406.756,14.3,0,-7.8,225,92,93.33,71.8,2,52.55,2,99,14.71,14.4,5.55,219,675.5,721,4,3.6,3.1,-3.4,-3,-3.4,-3,-3.4,-3,201,54.9,54.9,34.8,0
4406.847,14.3,0,-7.9,225,92,93.33,72.2,2,52.55,2,99,14.68,14.41,5.55,219,676.6,722,4,3.4,3.3,-2.6,-2.2,-2.6,-2.2,-2.6,-2.2,201,54.9,54.9,34.8,0
4407.000,14.3,0,-7.9,225,92,93.33,72.9,2,52.55,2,99,14.66,14.41,5.47,219,674.2,717,4,3.3,3.1,-1.1,-0.8,-1.1,-0.8,-1.1,-0.8,201,54.6,54.6,34.8,0
4407.079,14.3,0,-7.9,225,92,93.33,73,2,52.55,2,99,14.64,14.46,5.43,219,673.1,718,4,3.2,3.2,-1.5,-1.1,-1.5,-1.1,-1.5,-1.1,201,55.2,55.2,34.8,0
4407.155,14.3,0,-7.9,225,92,93.33,72.9,2,52.55,2,99,14.64,14.47,5.41,219,680,716,4,3.2,3,-1.1,-0.8,-1.1,-0.8,-1.1,-0.8,201,54,54,34.8,0
4407.235,14.3,0,-7.9,225,92,93.33,72.7,2,52.55,2,99,14.61,14.5,5.42,219,674.2,717,4,3.1,3.1,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,201,54.6,54.6,34.8,0
4407.311,14.3,0,-7.9,225,92,93.33,72.2,2,52.55,2,99,14.6,14.53,5.43,219,677.2,714,4,3.1,2.9,-1.9,-1.5,-1.9,-1.5,-1.9,-1.5,201,55.3,55.3,34.8,0
4407.396,14.3,0,-7.9,225,92,93.33,71.6,2,52.55,2,99,14.58,14.58,5.36,219,680.7,708,4,3.1,3.1,1.1,1.5,1.1,1.5,1.1,1.5,201,56,56,34.8,0
4407.480,14.3,0,-7.9,225,92,93.33,72,2,52.55,2,99,14.58,14.66,5.47,219,676.8,713,4,3,3.1,-1.5,-1.1,-1.5,-1.1,-1.5,-1.1,201,56.3,56.3,34.8,0
4407.557,14.3,0,-7.9,225,92,93.33,72,2,52.55,2,99,14.58,14.73,5.45,219,677,710,4,3,3.5,-1.9,-1.5,-1.9,-1.5,-1.9,-1.5,201,57.4,57.4,34.8,0
4407.636,14.3,0,-7.8,225,92,93.33,72.2,2,52.55,2,99,14.58,14.74,5.49,219,677.3,708,4,3,3.3,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1,201,58.1,58.1,34.8,0
4407.715,14.3,0,-7.8,225,92,93.33,73,2,52.55,2,99,14.6,14.83,5.49,219,682.2,709,4,3,3.4,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,201,57.4,57.4,34.8,0
4407.835,14.3,0,-7.8,225,92,93.33,73,2,52.55,2,99,14.6,14.86,5.44,219,680.5,707,4,3.1,3.7,-0.4,-0.8,-0.4,-0.8,-0.4,-0.8,201,57.4,57.4,34.8,0
4407.915,14.3,0,-7.8,225,92,93.33,72.5,2,52.55,2,99,14.61,14.89,5.44,219,682.7,705,4,3.2,3.5,0.8,0.4,0.8,0.4,0.8,0.4,201,56.3,56.3,34.7,0
4408.159,14.3,0,-7.8,225,92,93.33,71.6,2,52.55,2,99,14.61,14.93,5.5,219,679.5,709,4,3.1,3.4,-0.8,-1.1,-0.8,-1.1,-0.8,-1.1,201,56.6,56.6,34.7,0
4408.580,14.3,0,-7.7,225,92,93.33,72.7,2,52.55,2,99,14.81,14.89,5.69,219,687.2,716,4,3.4,3.9,-0.8,-1.1,-0.8,-1.1,-0.8,-1.1,201,54.1,54.1,34.7,0
4408.659,14.3,0,-7.6,225,92,93.33,71.4,2,52.55,2,99,14.87,14.89,5.69,219,685.8,714,4,3.5,4.1,-0.4,-0.8,-0.4,-0.8,-0.4,-0.8,201,54.1,54.1,34.7,0
4408.734,14.3,0,-7.6,225,92,93.33,71.8,2,52.55,2,99,14.9,14.89,5.71,219,685.5,716,4,3.5,4.1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,201,54.1,54.1,34.7,0
4408.808,14.3,0,-7.6,225,92,93.33,72.5,2,52.55,2,99,14.93,14.89,5.73,219,680.2,714,4,3.6,4.2,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,201,54.1,54.1,34.7,0
4408.885,14.3,0,-7.6,225,92,93.33,72.7,2,52.55,2,99,14.93,14.93,5.72,219,681.8,714,4,3.5,4.4,-0.4,0,-0.4,0,-0.4,0,201,55.1,55.1,34.7,0
4408.959,14.3,0,-7.6,225,92,93.33,72.2,2,52.55,2,99,14.97,14.89,5.8,219,677.8,721,4,3.6,4,-3,-2.6,-3,-2.6,-3,-2.6,201,54.1,54.1,34.7,0
4409.035,14.3,0,-7.7,225,92,93.33,72.2,2,52.55,2,99,14.97,14.89,5.77,219,682.5,721,4,3.5,4.4,-2.2,-2.2,-2.2,-2.2,-2.2,-2.2,201,54.1,54.1,34.7,0
4409.115,14.3,0,-7.7,225,92,93.33,71.6,2,52.55,2,99,15,14.86,5.71,219,676.8,719,4,3.5,4.2,-1.9,-1.5,-1.9,-1.5,-1.9,-1.5,201,55.1,55.1,34.7,0
4409.191,14.3,0,-7.7,225,92,93.33,71.6,2,52.55,2,99,15,14.86,5.68,219,676.5,719,4,3.6,4.3,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,201,54.5,54.5,34.7,0
4409.267,14.3,0,-7.7,225,92,93.33,72,2,52.55,2,99,15,14.86,5.67,219,672,717,4,3.6,4.3,-1.5,-1.1,-1.5,-1.1,-1.5,-1.1,201,54.8,54.8,34.7,0
4409.345,14.3,0,-7.7,225,92,93.33,72.3,2,52.55,2,99,15,14.86,5.62,219,678,712,4,3.6,4.2,-0.8,-0.4,-0.8,-0.4,-0.8,-0.4,201,55.9,55.9,34.7,0
4409.425,14.3,0,-7.7,225,92,93.33,72.3,2,52.55,2,99,14.97,14.89,5.65,219,676.2,713,4,3.6,4.2,-1.1,-0.8,-1.1,-0.8,-1.1,-0.8,201,54.8,54.8,34.7,0
4409.505,14.3,0,-7.7,225,92,93.33,72.7,2,52.55,2,99,14.93,14.93,5.69,219,672.7,718,4,3.2,4.3,-1.9,-1.5,-1.9,-1.5,-1.9,-1.5,201,54.5,54.5,34.7,0
4409.580,14.3,0,-7.7,225,92,93.33,73.2,2,52.55,2,99,14.93,14.96,5.75,219,677.8,721,4,3.6,4.3,-0.8,0,-0.8,0,-0.8,0,201,54.8,54.8,34.7,0
4409.655,14.3,0,-7.7,225,92,93.33,73.6,2,52.55,2,99,14.93,14.96,5.8,219,677,727,4,3.6,4.3,-3,-2.6,-3,-2.6,-3,-2.6,201,54.1,54.1,34.7,0
4409.745,14.3,0,-7.7,225,92,93.33,72.7,2,52.55,2,99,14.93,14.96,5.77,219,671.3,730,4,3.7,4.2,-4.1,-3.8,-4.1,-3.8,-4.1,-3.8,201,54.5,54.5,34.8,0
4409.841,14.3,0,-7.8,225,92,93.33,71.8,2,52.55,2,99,14.9,14.96,5.77,219,676.1,734,4,3.7,4.2,-4.1,-4.1,-4.1,-4.1,-4.1,-4.1,201,54.9,54.9,34.8,0
4409.944,14.3,0,-7.8,225,92,93.33,70.7,2,52.55,2,99,14.87,14.96,5.69,219,670.2,732,4,3.7,3.9,-3.8,-4.1,-3.8,-4.1,-3.8,-4.1,201,55.3,55.3,34.8,0
4410.020,14.3,0,-7.9,225,92,93.33,72.7,2,52.55,2,99,14.87,14.96,5.59,219,671.7,729,4,3.7,4.1,-2.6,-3,-2.6,-3,-2.6,-3,201,55.7,55.7,34.8,0
4410.101,14.3,0,-7.9,225,92,93.33,72.7,2,52.55,2,99,14.84,14.93,5.59,219,667.1,733,4,3.7,3.7,-2.6,-3,-2.6,-3,-2.6,-3,201,56,56,34.8,0
4410.180,14.3,3,-7.9,225,92,93.33,72,2,52.55,2,99,14.81,14.89,5.56,219,672.8,735,4,3.7,3.7,-0.8,-1.1,-0.8,-1.1,-0.8,-1.1,201,56.9,56.9,34.7,0
4410.255,14.3,5,-7.9,225,92,93.33,72.2,2,52.55,2,99,14.79,14.86,5.62,219,669.5,739,5,3.7,3.5,0.4,0,0.4,0,0.4,0,201,55.8,55.8,34.7,0
4410.325,14.3,5,-7.8,225,92,93.33,72.9,2,52.55,2,99,14.79,14.8,5.75,219,674.7,744,5,3.6,3.3,1.1,0.4,1.1,0.4,1.1,0.4,201,56.5,56.5,34.6,0
4410.405,14.3,4.8,-7.8,225,92,93.33,73.4,2,52.55,2,99,14.76,14.74,5.89,219,667.5,754,5,3.3,3.1,3.4,2.6,3.4,2.6,3.4,2.6,201,55.7,55.7,34.5,0
4410.475,14.3,4.8,-7.8,225,92,93.33,73.9,2,52.55,2,99,14.76,14.73,6.02,219,668.5,768,5,3.5,3.2,6.4,5.2,6.4,5.2,6.4,5.2,201,54.9,54.9,34.5,0
4410.553,14.3,4.8,-7.7,225,92,93.33,74.1,2,52.55,2,99,14.76,14.7,6.25,219,670.2,791,5,3.4,3.1,7.5,6.4,7.5,6.4,7.5,6.4,201,53.8,53.8,34.6,0
4410.635,14.3,5.1,-7.8,225,92,93.33,73.2,2,52.55,2,99,14.76,14.66,6.46,219,665.8,809,5,3.3,3,6,4.9,6,4.9,6,4.9,201,54.4,54.4,34.6,0
4410.705,14.3,5.1,-7.8,225,92,93.33,72.5,2,52.55,2,99,14.76,14.66,6.58,219,663.2,828,5,3.2,3.2,7.9,6.4,7.9,6.4,7.9,6.4,201,54.9,54.9,34.5,0
4410.788,14.3,5.1,-7.8,225,92,93.33,71.8,2,52.55,2,99,14.79,14.63,6.72,219,662.3,842,5,3.1,3.1,15.4,15.4,15.4,15.4,15.4,15.4,201,54.8,54.8,34.4,0
4410.866,14.3,5.3,-7.8,225,92,93.33,72,2,52.55,2,99,14.81,14.61,6.82,219,655.2,859,5,3.1,3.1,11.6,12.4,11.6,12.4,11.6,12.4,201,54.6,54.6,34.2,0
4410.945,14.3,5.3,-7.8,225,92,93.33,72.3,2,52.55,2,99,14.84,14.61,6.87,219,650.9,867,6,3.4,3.1,15.4,15.4,15.4,15.4,15.4,15.4,201,53.7,53.7,34.3,0
4411.015,14.3,5.3,-7.8,225,92,93.33,72.7,2,52.55,2,99,14.84,14.58,6.89,219,642.9,874,6,3.1,2.9,15.8,15.8,15.8,15.8,15.8,15.8,201,54.1,54.1,34.3,0
4411.105,14.3,5.3,-7.9,225,92,93.33,72.9,2,52.55,2,99,14.87,14.57,6.93,219,638.5,882,6,3.2,3.1,15.8,15.8,15.8,15.8,15.8,15.8,201,53.4,53.4,34.3,0
4411.230,14.3,5.3,-7.9,225,92,93.33,72.5,2,52.55,2,99,14.87,14.54,6.94,219,634.3,886,6,2.9,3,15.8,15.8,15.8,15.8,15.8,15.8,201,53.4,53.4,34.3,0
4411.305,14.3,5.3,-7.9,225,92,93.33,72.3,2,52.55,2,99,14.87,14.57,6.87,219,622.9,887,6,2.8,3,15.8,15.8,15.8,15.8,15.8,15.8,201,53.4,53.4,34.3,0
4411.381,14.3,6.3,-8,225,92,93.33,72.7,2,52.55,2,99,14.87,14.58,6.84,219,619.9,890,6,2.8,3,15.8,15.8,15.8,15.8,15.8,15.8,201,54.3,54.3,34.2,0
4411.465,14.3,8.7,-7.7,225,92,93.33,72.5,2,52.55,2,99,14.87,14.63,6.96,219,611.7,893,6,2.9,2.8,15.8,15.8,15.8,15.8,15.8,15.8,201,54.1,54.1,33.8,0
4411.542,14.3,8.8,-7.3,225,92,93.33,71.8,2,52.55,2,99,14.87,14.7,7.74,219,611.1,897,6,3,3.1,15.8,15.8,15.8,15.8,15.8,15.8,201,53.7,53.7,33.7,0
4411.615,14.3,8.8,-7.2,225,92,93.33,71.6,2,52.55,2,99,14.9,14.77,8.3,219,619.4,924,6,3.3,3.2,16.5,16.5,16.5,16.5,16.5,16.5,201,52.8,52.8,33.7,0
4411.685,14.3,8.8,-7.2,225,92,93.33,72.2,2,52.55,2,99,14.93,14.83,8.62,219,653.7,953,6,3.9,3.1,16.5,16.5,16.5,16.5,16.5,16.5,201,53.4,53.4,34.3,0
4411.765,14.3,8.8,-7.3,225,92,93.33,72.7,2,52.55,2,99,14.93,15.04,8.88,219,695.7,985,6,3.9,4.3,16.9,16.9,16.9,16.9,16.9,16.9,201,54.9,54.9,34.5,0
4411.835,14.3,8.8,-7.3,225,92,93.33,72.7,2,52.55,2,99,14.97,15.1,8.92,219,728.4,1009,6,4.6,4.6,17.2,17.2,17.2,17.2,17.2,17.2,201,53.8,53.8,34.7,0
4411.915,14.3,8.4,-7.4,225,92,93.33,72.7,2,52.55,2,99,14.93,15.07,8.98,219,751.6,1023,6,4,3.9,17.2,17.2,17.2,17.2,17.2,17.2,201,54.5,54.5,34.4,0
4411.990,14.3,6.8,-7.5,225,92,93.33,73,2,52.55,2,99,14.87,14.99,9.06,219,769.4,1035,7,4,3.3,17.2,17.2,17.2,17.2,17.2,17.2,201,53.1,53.1,33.8,0
4412.067,14.3,3.5,-7.9,225,92,93.33,72.9,2,52.55,2,99,14.81,14.86,8.52,219,773.7,1041,7,3.8,2.1,17.2,17.2,17.2,17.2,17.2,17.2,201,54.7,54.7,34,0
4412.145,14.3,1,-8.3,225,92,93.33,72.3,2,52.55,2,99,14.71,14.77,7.66,219,758.1,1028,7,3.6,1.8,17.2,17.2,17.2,17.2,17.2,17.2,201,54.2,54.2,34.1,0
4412.215,14.3,0,-8.3,225,92,93.33,72,2,52.55,2,99,14.68,14.67,7.3,219,754.2,1005,7,3.6,1.3,12.4,17.2,12.4,17.2,12.4,17.2,201,54.7,54.7,34,0
4412.295,14.3,0,-8.3,225,92,93.33,71.4,2,52.55,2,99,14.66,14.57,7.17,219,747.3,975,7,3.3,1.1,1.9,1.9,1.9,1.9,1.9,1.9,201,56.4,56.4,34.2,0
4412.383,14.3,0,-8.3,225,92,93.33,71.4,2,52.55,2,99,14.64,14.54,6.76,219,736.3,939,7,3,1.1,0,-0.4,0,-0.4,0,-0.4,201,57.6,57.6,34.4,0
4412.516,14.3,0,-8.5,225,92,93.33,72,2,52.55,2,99,14.66,14.58,6.21,219,720.5,890,7,2.8,1.9,-3.8,-4.1,-3.8,-4.1,-3.8,-4.1,201,59.5,59.5,34.8,0
4412.596,14.3,0,-8.7,225,92,93.33,72.7,2,52.55,2,99,14.68,14.67,5.75,219,713.3,869,7,2.7,2.4,-4.1,-4.5,-4.1,-4.5,-4.1,-4.5,201,60.1,60.1,35,0
4412.675,14.3,0,-8.9,225,92,93.33,73.6,2,52.55,2,99,14.73,14.77,5.29,219,702.6,849,7,2.9,3.1,-1.1,-1.5,-1.1,-1.5,-1.1,-1.5,201,60.5,60.5,35,0
4412.755,14.3,0,-9.1,225,92,93.33,74.1,2,52.55,2,99,14.79,14.96,5.13,219,701.8,847,7,2.8,4,0.8,0.4,0.8,0.4,0.8,0.4,201,61.7,61.7,35,0
4412.835,14.3,0,-9.1,225,92,93.33,73.9,2,52.55,2,99,14.81,15.04,5.12,219,695,855,7,3,4.3,1.9,1.9,1.9,1.9,1.9,1.9,201,60.1,60.1,34.9,0
4412.920,14.3,0,-9.1,225,92,93.33,73.7,2,52.55,2,99,14.84,15.1,5.12,219,692,858,7,3,4.6,1.5,1.1,1.5,1.1,1.5,1.1,201,61.6,61.6,35,0
4412.997,14.3,0,-9.1,225,92,93.33,73.7,2,52.55,2,99,14.9,15.17,5.15,219,692.2,863,7,3.1,4.7,0.8,0.8,0.8,0.8,0.8,0.8,201,62,62,35,0
