Time,Amb pressure (PSI),Accel Ped. Pos. (%),Boost (PSI),Coolant (*F),Ethanol Content (Active) (%),Fuel Interpolation (FF) (%),Fuel low pressure sensor (PSI),Fuel mode (-),Fuel Scalar Interpolation (FF) (%),Gear (-),IAT (*F),Lambda bank 1 (AFR),Lambda bank 2 (AFR),MAF (g/s),Oil temp (*F),Rail pressure (PSI),RPM (RPM),Speed (mph),STFT 1 (%),STFT 2 (%),Timing Cyl. 1 (*CRK),Timing Cyl. 2 (*CRK),Timing Cyl. 3 (*CRK),Timing Cyl. 4 (*CRK),Timing Cyl. 5 (*CRK),Timing Cyl. 6 (*CRK),Transmission temp (*F),WGDC Bank 1 (%),WGDC Bank 2 (%),WGDC Base Value (%),MHD version 3.20 IJE0S Unknown
4438.791,14.3,0,-8,223,92,93.33,72.2,2,52.55,2,99,15.62,15.39,5.35,219,649.7,707,5,4.3,5.9,-2.2,-2.6,-2.2,-2.6,-2.2,-2.6,201,54.3,54.3,34.9,0
4438.870,14.3,0,-8,223,92,93.33,72.9,2,52.55,2,99,15.62,15.43,5.29,219,645.6,703,5,4.4,6.3,-0.8,-1.1,-0.8,-1.1,-0.8,-1.1,201,54.2,54.2,34.9,0
4438.954,14.3,0,-8,223,92,93.33,72.9,2,52.55,2,99,15.62,15.43,5.3,219,651.8,702,5,4.6,6,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1,201,54.2,54.2,34.9,0
4439.036,14.3,0,-8,223,92,93.33,72.3,2,52.55,2,99,15.59,15.5,5.32,219,649,705,5,4.6,6.5,-0.8,-1.1,-0.8,-1.1,-0.8,-1.1,201,54.2,54.2,34.9,0
4439.130,14.3,0,-8,223,92,93.33,72.3,2,52.55,2,99,15.59,15.5,5.31,219,648.8,704,5,4.8,6.4,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,201,54.2,54.2,34.9,0
4439.234,14.3,0,-8,223,92,93.33,72.5,2,52.55,2,99,15.59,15.5,5.29,219,650.9,704,5,4.9,6.6,-0.8,-1.1,-0.8,-1.1,-0.8,-1.1,201,54.2,54.2,34.9,0
4439.311,14.3,0,-8,223,92,93.33,72.7,2,52.55,2,99,15.59,15.46,5.35,219,648.5,710,5,5.1,6.6,-2.2,-2.6,-2.2,-2.6,-2.2,-2.6,201,54.3,54.3,34.9,0
4439.404,14.3,0,-8,223,92,93.33,72.9,2,52.55,2,99,15.59,15.43,5.24,219,649.1,699,5,5,6.7,0,-0.4,0,-0.4,0,-0.4,201,54.2,54.2,34.9,0
4439.476,14.3,0,-8,223,92,93.33,72.5,2,52.55,2,99,15.62,15.39,5.33,219,651.1,707,5,5.4,6.8,-1.9,-2.2,-1.9,-2.2,-1.9,-2.2,201,54.3,54.3,34.9,0
4439.556,14.3,0,-8,223,92,93.33,72.5,2,52.55,2,99,15.62,15.39,5.34,219,649.1,708,5,5.4,6.9,-1.9,-2.2,-1.9,-2.2,-1.9,-2.2,201,55.3,55.3,34.9,0
4439.636,14.3,0,-8,223,92,93.33,72.7,2,52.55,2,99,15.65,15.36,5.33,219,645.3,704,5,5.4,7,-2.2,-2.2,-2.2,-2.2,-2.2,-2.2,201,54.3,54.3,34.9,0
4439.720,14.3,0,-8,223,92,93.33,72.7,2,52.55,2,99,15.69,15.36,5.35,219,653.6,710,5,5.5,7.1,-0.8,-1.1,-0.8,-1.1,-0.8,-1.1,201,54.9,54.9,34.8,0
4439.800,14.3,0,-8,223,92,93.33,72.3,2,52.55,2,99,15.69,15.32,5.35,219,647.1,711,5,5.7,7.1,-2.2,-2.2,-2.2,-2.2,-2.2,-2.2,201,54.3,54.3,34.9,0
4439.876,14.3,0,-8,223,92,93.33,72.2,2,52.55,2,99,15.69,15.29,5.31,219,650.4,708,5,5.8,6.9,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1,201,56.4,56.4,34.9,0
4439.956,14.3,0,-8,223,92,93.33,71.6,2,52.55,2,99,15.65,15.24,5.31,219,646.7,711,5,5.5,6.8,-1.9,-1.5,-1.9,-1.5,-1.9,-1.5,201,56.1,56.1,34.9,0
4440.038,14.3,0,-8,223,92,93.33,70.9,2,52.55,2,99,15.65,15.22,5.31,219,653.3,711,5,5.9,7.2,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9,201,56.4,56.4,34.9,0
4440.116,14.3,0,-8,223,92,93.33,70.2,2,52.55,2,99,15.62,15.14,5.29,219,649.7,709,5,5.8,7.1,-0.8,-0.4,-0.8,-0.4,-0.8,-0.4,201,58.5,58.5,34.9,0
4440.196,14.3,0,-8.1,223,92,93.33,69.5,2,52.55,2,99,15.57,15.11,5.26,219,648.5,711,5,5.5,7.1,-0.8,-0.4,-0.8,-0.4,-0.8,-0.4,201,58.9,58.9,34.9,0
4440.310,14.3,0,-8.1,223,92,93.33,74.6,2,52.55,2,99,15.55,15.09,5.31,219,646.4,714,5,5.8,7,-1.5,-1.1,-1.5,-1.1,-1.5,-1.1,201,58.2,58.2,34.9,0
4440.413,14.3,0,-8,223,92,93.33,74.6,2,52.55,2,99,15.52,15.11,5.28,219,650.9,712,4,5.9,7,0,0.4,0,0.4,0,0.4,201,59.2,59.2,34.8,0
4440.501,14.3,0,-8,223,92,93.33,73.7,2,52.55,2,99,15.44,15.09,5.31,219,654.7,714,4,5.9,6.9,-1.5,-1.1,-1.5,-1.1,-1.5,-1.1,201,58.2,58.2,34.9,0
4440.577,14.3,0,-8,223,92,93.33,72.9,2,52.55,2,99,15.4,15.09,5.32,219,650.9,714,4,5.9,6.9,-0.4,0,-0.4,0,-0.4,0,201,59.2,59.2,34.8,0
4440.661,14.3,0,-8,223,92,93.33,72,2,52.55,2,99,15.37,15.04,5.31,219,655.4,712,4,5.7,6.7,0,0.4,0,0.4,0,0.4,201,58.1,58.1,34.8,0
4440.761,14.3,0,-8,223,92,93.33,74.1,2,52.55,2,99,15.33,15.04,5.33,219,655,713,4,5.9,6.6,-0.4,0,-0.4,0,-0.4,0,201,57.7,57.7,34.8,0
4440.846,14.3,0,-8,223,92,93.33,73,2,52.55,2,99,15.26,15.01,5.35,219,658,708,4,5.6,6.5,-0.8,-0.4,-0.8,-0.4,-0.8,-0.4,201,57.8,57.8,34.8,0
4440.930,14.3,0,-7.9,223,92,93.33,72.5,2,52.55,2,99,15.19,14.99,5.44,219,657.3,714,4,5.6,6.3,1.1,1.5,1.1,1.5,1.1,1.5,201,58.4,58.4,34.7,0
4441.010,14.3,0,-7.8,223,92,93.33,73.2,2,52.55,2,99,15.16,14.96,5.49,219,652.2,710,4,5.9,6.2,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,201,57,57,34.8,0
4441.091,14.3,0,-7.8,223,92,93.33,73.4,2,52.55,2,99,15.09,14.93,5.49,219,651.7,712,4,5.8,6.1,0.4,0,0.4,0,0.4,0,201,56.2,56.2,34.7,0
4441.171,14.3,0,-7.8,223,92,93.33,73,2,52.55,2,99,15.03,14.9,5.5,219,656.3,713,4,5.7,5.9,0.4,-0.4,0.4,-0.4,0.4,-0.4,201,55.5,55.5,34.7,0
4441.246,14.3,0,-7.8,223,92,93.33,72.2,2,52.55,2,99,14.97,14.86,5.5,219,656.8,712,4,5.7,5.6,0.4,0,0.4,0,0.4,0,201,54.1,54.1,34.7,0
4441.335,14.3,0,-7.8,223,92,93.33,71.4,2,52.55,2,99,14.9,14.77,5.63,219,652,725,4,5.6,5.3,-1.9,-2.2,-1.9,-2.2,-1.9,-2.2,201,55.5,55.5,34.7,0
4441.427,14.3,0,-7.8,223,92,93.33,73.2,2,52.55,2,99,14.84,14.73,5.64,219,655.8,726,4,5.4,5,-4.9,-4.9,-4.9,-4.9,-4.9,-4.9,201,54.6,54.6,34.9,0
4441.511,14.3,1,-7.9,223,92,93.33,72.5,2,52.55,2,99,14.79,14.63,5.52,219,651.1,716,4,5.3,4.6,-3.4,-3.8,-3.4,-3.8,-3.4,-3.8,201,55.6,55.6,34.8,0
4441.596,14.3,8.7,-7.9,223,92,93.33,71.8,2,52.55,2,99,14.73,14.56,5.49,219,656.8,719,4,5.1,4.5,0.8,0,0.8,0,0.8,0,201,55.5,55.5,34.7,0
4441.685,14.3,9,-7.8,223,92,93.33,70.9,2,52.55,2,100,14.71,14.51,5.64,219,651.3,728,4,4.9,4.4,1.5,1.1,1.5,1.1,1.5,1.1,201,55,55,34.7,0
4441.771,14.3,9,-7.8,223,92,93.33,73.2,2,52.55,2,100,14.68,14.47,5.78,219,651.5,740,4,4.7,4.2,3.4,2.2,3.4,2.2,3.4,2.2,201,55.3,55.3,34.6,0
4441.850,14.3,9,-7.8,223,92,93.33,73,2,52.55,2,100,14.66,14.44,5.99,219,655,757,4,4.5,4,6,4.9,6,4.9,6,4.9,201,55.2,55.2,34.5,0
4441.940,14.3,9.4,-7.7,223,92,93.33,72.2,2,52.55,2,100,14.64,14.4,6.18,219,647.9,776,4,4.2,3.6,7.5,6,7.5,6,7.5,6,201,55.4,55.4,34.6,0
4442.041,14.3,11.6,-7.7,223,92,93.33,72.7,2,52.55,2,100,14.61,14.37,6.58,219,642.6,811,4,4,3.5,15,15,15,15,15,15,201,54.3,54.3,34.6,0
4442.119,14.3,12.6,-7.6,223,92,93.33,72.5,2,52.55,2,100,14.61,14.35,6.83,219,643.1,829,4,3.8,3.4,15.4,15.4,15.4,15.4,15.4,15.4,201,54.6,54.6,34.3,0
4442.196,14.3,12.6,-7.5,223,92,93.33,72.2,2,52.55,2,100,14.6,14.33,7.06,219,640.4,845,4,3.6,3.2,15.4,15.4,15.4,15.4,15.4,15.4,201,54.5,54.5,34.2,0
4442.284,14.3,11.7,-7.4,223,92,93.33,72,2,52.55,2,100,14.58,14.31,7.53,219,667.9,870,4,3.2,2.7,15.4,15.4,15.4,15.4,15.4,15.4,201,54.7,54.7,34,0
4442.370,14.3,9.7,-7.3,223,92,93.33,72.3,2,52.55,2,100,14.58,14.31,7.9,219,686.8,895,5,2.9,2.8,15.8,15.8,15.8,15.8,15.8,15.8,201,54.2,54.2,33.9,0
4442.447,14.3,8.5,-7.3,223,92,93.33,72.7,2,52.55,2,100,14.6,14.3,8.12,219,704.3,914,5,2.7,2.6,15.8,15.8,15.8,15.8,15.8,15.8,201,53.6,53.6,33.9,0
4442.526,14.3,7.5,-7.3,223,92,93.33,72.5,2,52.55,2,100,14.6,14.28,8.35,219,720.8,935,5,2.5,2.1,16.5,16.5,16.5,16.5,16.5,16.5,201,54.5,54.5,33.9,0
4442.611,14.3,7.3,-7.3,223,92,93.33,72.7,2,52.55,2,100,14.6,14.3,8.49,219,733.3,953,5,2.5,1.8,16.5,16.5,16.5,16.5,16.5,16.5,201,53.2,53.2,33.9,0
4442.705,14.3,7.3,-7.4,223,92,93.33,73.2,2,52.55,2,100,14.56,14.31,8.51,219,731,968,5,2.5,1.6,16.9,16.9,16.9,16.9,16.9,16.9,201,53.6,53.6,33.9,0
4442.811,14.3,8.3,-7.5,223,92,93.33,73,2,52.55,2,100,14.5,14.33,8.43,219,721.1,974,5,2,1.1,16.9,16.9,16.9,16.9,16.9,16.9,201,53.6,53.6,33.9,0
4442.886,14.3,10,-7.4,223,92,93.33,72.9,2,52.55,2,100,14.46,14.33,8.45,219,704.1,977,5,2.1,0.6,16.9,16.9,16.9,16.9,16.9,16.9,201,54.8,54.8,35.1,0
4442.966,14.3,11.5,-6.9,223,92,93.33,72.7,2,52.55,2,100,14.43,14.37,9.12,219,690.9,980,6,2,0.4,16.9,16.9,16.9,16.9,16.9,16.9,201,56,56,36.1,0
4443.046,14.3,11.5,-6.5,223,92,93.33,72.2,2,52.55,2,100,14.41,14.44,10.23,219,678.9,1003,6,2,0.5,17.2,17.2,17.2,17.2,17.2,17.2,201,56.4,56.4,36.5,0
4443.131,14.3,11.2,-6.5,223,92,93.33,72.3,2,52.55,2,100,14.43,14.51,10.76,219,692,1047,6,2.2,0.7,17.2,17.2,17.2,17.2,17.2,17.2,201,56.9,56.9,36.9,0
4443.230,14.3,11,-6.5,223,92,93.33,72.5,2,52.55,2,100,14.46,14.6,10.84,219,729.9,1080,6,2.2,1.1,17.2,17.2,17.2,17.2,17.2,17.2,201,57.3,57.3,37.2,0
4443.330,14.3,11,-6.6,223,92,93.33,73.2,2,52.55,2,100,14.27,14.46,11.09,219,763,1109,6,1.2,-0.4,17.2,17.2,17.2,17.2,17.2,17.2,201,56.9,56.9,37.3,0
4443.411,14.3,11,-6.6,223,92,93.33,73.2,2,52.55,2,99,14.05,14.3,11.15,219,766.1,1123,6,-0.7,-1.7,17.2,17.2,17.2,17.2,17.2,17.2,201,57.7,57.7,37.1,0
4443.486,14.3,11,-6.6,223,92,93.33,72.9,2,52.55,2,100,13.97,14.1,11.24,219,765.4,1133,6,-1.5,-3.1,18,18,18,18,18,18,201,57.8,57.8,36.8,0
4443.574,14.3,11.1,-6.7,223,92,93.33,73.2,2,52.55,2,100,13.97,14.02,11.23,219,755.1,1141,6,-2,-3.1,18,18,18,18,18,18,201,56.4,56.4,36.8,0
4443.671,14.3,11.1,-6.8,223,92,93.33,72.9,2,52.55,2,99,14.11,14.05,11.08,219,726.6,1142,6,-1.5,-2.6,18,18,18,18,18,18,201,57.6,57.6,36.7,0
4443.754,14.3,11.1,-6.8,223,92,93.33,72.5,2,52.55,2,99,14.21,14.11,11.06,219,703.8,1144,7,-1.5,-2.1,18,18,18,18,18,18,201,56.9,56.9,36.6,0
4443.836,14.3,11.1,-6.9,223,92,93.33,72,2,52.55,2,99,14.33,14.23,10.93,219,682.7,1141,7,-1.5,-1.5,18,18,18,18,18,18,201,57.8,57.8,36.4,0
4443.922,14.3,11.1,-7,223,92,93.33,72.2,2,52.55,2,100,14.47,14.31,10.85,219,676.8,1143,7,-0.8,-0.5,18,18,18,18,18,18,201,56.7,56.7,36.4,0
4444.001,14.3,11.1,-7,223,92,93.33,72.9,2,52.55,2,99,14.61,14.38,10.69,219,678.4,1139,7,-0.2,-0.3,18,18,18,18,18,18,201,57.2,57.2,36.2,0
4444.085,14.3,11.1,-7,223,92,93.33,73,2,52.55,2,99,14.76,14.43,10.57,219,687.4,1137,7,0.3,0.3,18,18,18,18,18,18,201,57.1,57.1,36.2,0
4444.188,14.3,11.1,-7.1,223,92,93.33,72.7,2,52.55,2,99,14.81,14.44,10.55,219,687.4,1140,7,0.2,0.3,18,18,18,18,18,18,201,56.7,56.7,36.2,0
4444.266,14.3,11.1,-7.2,223,92,93.33,72.2,2,52.55,2,99,14.84,14.46,10.48,219,698.5,1141,7,0.3,0,18.4,18.4,18.4,18.4,18.4,18.4,201,56.1,56.1,36.2,0
4444.529,14.3,11.1,-7.2,223,92,93.33,72.3,2,52.55,2,99,14.81,14.46,10.45,219,701.6,1142,7,0.4,-0.5,18.4,18.4,18.4,18.4,18.4,18.4,201,55.6,55.6,36,0
4444.911,14.3,8,-8.1,223,92,93.33,72.7,2,52.55,2,99,14.41,14.53,8.72,219,726.3,1120,8,-0.6,-2.7,18.4,18.4,18.4,18.4,18.4,18.4,201,53.1,53.1,33.8,0
4444.997,14.3,6.8,-8.4,223,92,93.33,72.5,2,52.55,2,99,14.38,14.53,7.99,219,714.4,1099,8,-0.6,-2.7,18.4,18.4,18.4,18.4,18.4,18.4,201,53.6,53.6,34.2,0
4445.076,14.3,5.7,-8.9,223,92,93.33,72.3,2,52.55,2,99,14.38,14.56,6.98,219,708.6,1070,9,-0.7,-2.8,18,18,18,18,18,18,201,54.3,54.3,34.6,0
4445.157,14.3,5,-9.1,223,92,93.33,72,2,52.55,2,99,14.35,14.57,6.42,219,710.9,1049,9,-0.9,-2.7,16.9,16.9,16.9,16.9,16.9,16.9,201,55.3,55.3,34.6,0
4445.231,14.3,3.7,-9.3,223,92,93.33,71.6,2,52.55,2,99,14.33,14.6,6.05,219,708.2,1027,9,-1.1,-2.7,15.8,15.8,15.8,15.8,15.8,15.8,201,54.9,54.9,34.8,0
4445.321,14.3,2.3,-9.4,223,92,93.33,71.6,2,52.55,2,99,14.3,14.57,5.85,219,707.4,1023,9,-1.2,-3,14.2,14.2,14.2,14.2,14.2,14.2,201,55.4,55.4,34.9,0
4445.396,14.3,0,-9.6,223,92,93.33,72.2,2,52.55,2,99,14.25,14.57,5.53,219,704.8,1020,9,-1.3,-3.2,9.4,9,9.4,9,9.4,9,201,55.3,55.3,34.8,0
4445.476,14.3,0,-9.6,223,92,93.33,72.7,2,52.55,2,99,14.21,14.61,5.43,219,695.7,1006,9,-1.8,-3.1,3.4,3.4,3.4,3.4,3.4,3.4,201,56.4,56.4,34.9,0
4445.551,14.3,0,-9.6,223,92,93.33,72.5,2,52.55,2,99,14.18,14.63,5.23,219,691.5,976,9,-1.9,-2.7,3.8,3.4,3.8,3.4,3.8,3.4,201,55.3,55.3,34.9,0
4445.646,14.3,0,-9.6,223,92,93.33,72.2,2,52.55,2,99,14.17,14.61,5.18,219,690.3,964,9,-2,-2.8,4.1,3.8,4.1,3.8,4.1,3.8,201,55.7,55.7,34.9,0
4445.743,14.3,0,-9.5,223,92,93.33,72.3,2,52.55,2,99,14.18,14.63,5.16,219,687.6,949,8,-2,-2.6,4.9,4.5,4.9,4.5,4.9,4.5,201,55.3,55.3,34.8,0
4445.823,14.3,0,-9.5,223,92,93.33,72.5,2,52.55,2,99,14.21,14.67,5.18,219,677.8,941,8,-2.1,-2.1,2.2,2.2,2.2,2.2,2.2,2.2,201,57.2,57.2,34.9,0
4445.902,14.3,0,-9.5,223,92,93.33,72,2,52.55,2,99,14.27,14.77,5.15,219,669.8,939,8,-2.1,-1.7,2.2,2.2,2.2,2.2,2.2,2.2,201,57.6,57.6,34.9,0
4445.976,14.3,0,-9.5,223,92,93.33,72.2,2,52.55,2,99,14.34,14.99,5.07,219,667.4,927,8,-1.9,-0.3,2.6,2.2,2.6,2.2,2.6,2.2,201,57.9,57.9,35,0
4446.060,14.3,0,-9.5,223,92,93.33,72.5,2,52.55,2,99,14.38,15.04,5.07,219,666.8,929,8,-1.8,0.1,2.6,2.2,2.6,2.2,2.6,2.2,201,58.3,58.3,34.9,0
4446.176,14.3,0,-9.5,223,92,93.33,72.5,2,52.55,2,99,14.46,15.22,5.08,221,663.7,937,8,-2,1,4.1,4.1,4.1,4.1,4.1,4.1,201,58.6,58.6,34.9,0
4446.278,14.3,0,-9.5,223,92,93.33,73.4,2,52.55,2,99,14.51,15.24,5.08,221,661.2,934,7,-1.6,1.2,3,3,3,3,3,3,201,57.2,57.2,34.9,0
4446.371,14.3,0,-9.5,223,92,93.33,73.6,2,52.55,2,99,14.58,15.17,5.09,221,655.5,924,7,-1.4,1.3,3,2.6,3,2.6,3,2.6,201,56.1,56.1,34.9,0
4446.446,14.3,0,-9.4,223,92,93.33,73.7,2,52.55,2,99,14.6,15.11,5.02,221,657.8,903,7,-1.6,0.9,3.4,3.4,3.4,3.4,3.4,3.4,201,55.1,55.1,34.9,0
4446.530,14.3,0,-9.4,223,92,93.33,73.4,2,52.55,2,99,14.64,15.04,4.98,221,653.1,891,7,-1.5,0.8,3.8,3.8,3.8,3.8,3.8,3.8,201,54.7,54.7,34.9,0
4446.606,14.3,0,-9.3,223,92,93.33,73,2,52.55,2,99,14.68,14.99,4.98,221,653.3,877,7,-1.4,0.5,3.8,3.4,3.8,3.4,3.8,3.4,201,54.3,54.3,34.9,0
4446.725,14.3,0,-9.2,223,92,93.33,72.2,2,52.55,2,99,14.73,14.87,4.95,221,648,854,7,-1.3,0.2,5.2,4.9,5.2,4.9,5.2,4.9,201,55.7,55.7,34.9,0
4446.811,14.3,0,-9.1,223,92,93.33,71.4,2,52.55,2,99,14.73,14.74,5.03,221,648.5,845,7,-1.3,-0.8,3.8,3.4,3.8,3.4,3.8,3.4,201,54.7,54.7,34.9,0
4446.886,14.3,0,-9,223,92,93.33,70.9,2,52.55,2,99,14.76,14.73,5.05,221,646.9,831,7,-1.2,-0.4,1.1,1.1,1.1,1.1,1.1,1.1,201,54.7,54.7,35,0
4446.971,14.3,0,-9,223,92,93.33,72.7,2,52.55,2,99,14.76,14.7,4.96,221,647.9,818,7,-1.3,-0.5,2.6,2.2,2.6,2.2,2.6,2.2,201,55.7,55.7,34.9,0
4447.046,14.3,0,-9,223,92,93.33,72.7,2,52.55,2,99,14.76,14.7,4.96,221,644.4,814,7,-1.3,-0.5,3,2.6,3,2.6,3,2.6,201,55.7,55.7,34.9,0
4447.151,14.3,0,-9,223,92,93.33,72,2,52.55,2,99,14.76,14.66,4.97,221,644.1,811,6,-1.3,-0.7,2.2,2.2,2.2,2.2,2.2,2.2,201,54.7,54.7,34.9,0
4447.236,14.3,0,-8.9,223,92,93.33,71.1,2,52.55,2,99,14.76,14.66,4.96,221,648.2,793,6,-1.3,-0.6,1.5,1.5,1.5,1.5,1.5,1.5,201,54.8,54.8,35,0
4447.316,14.3,0,-8.8,223,92,93.33,73.2,2,52.55,2,99,14.76,14.67,4.89,221,643,778,6,-1.4,-0.6,3,2.6,3,2.6,3,2.6,201,55.7,55.7,34.9,0
4447.395,14.3,0,-8.8,223,92,93.33,72.7,2,52.55,2,99,14.76,14.67,4.9,221,642.7,770,6,-1.4,-0.6,3,2.6,3,2.6,3,2.6,201,54.4,54.4,34.9,0
4447.476,14.3,0,-8.7,223,92,93.33,72,2,52.55,2,99,14.79,14.73,4.89,221,650.6,758,6,-1.3,-0.2,1.5,1.1,1.5,1.1,1.5,1.1,201,54.8,54.8,35,0
4447.579,14.3,0,-8.6,223,92,93.33,71.8,2,52.55,2,99,14.79,14.77,4.91,221,647.1,752,6,-1.3,0,1.1,1.1,1.1,1.1,1.1,1.1,201,54.8,54.8,35,0
4447.671,14.3,0,-8.6,223,92,93.33,72.3,2,52.55,2,99,14.84,14.86,4.78,221,648.8,726,6,-1.2,0,1.9,1.9,1.9,1.9,1.9,1.9,201,55.8,55.8,35,0
4447.746,14.3,0,-8.5,223,92,93.33,72.3,2,52.55,2,99,14.87,14.96,4.78,221,644.9,719,6,-1.1,0.6,1.9,1.9,1.9,1.9,1.9,1.9,201,55.8,55.8,35,0
4447.821,14.3,0,-8.4,223,92,93.33,72,2,52.55,2,99,14.9,15.04,4.81,221,647.4,714,6,-0.8,0.9,3,3.4,3,3.4,3,3.4,201,54.8,54.8,35,0
4447.906,14.3,0,-8.3,223,92,93.33,72.3,2,52.55,2,99,14.93,15.22,4.86,221,648.8,705,6,-1,1.9,1.9,2.2,1.9,2.2,1.9,2.2,201,54.8,54.8,35,0
4447.999,14.3,0,-8.2,223,92,93.33,72.9,2,52.55,2,99,15,15.32,4.99,221,644.9,705,6,-0.9,1.8,4.1,4.9,4.1,4.9,4.1,4.9,201,55.3,55.3,34.9,0
4448.077,14.3,0,-8.2,223,92,93.33,72.9,2,52.55,2,99,15.03,15.43,5.14,221,647.9,709,6,-0.9,2.2,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1,201,54.7,54.7,34.9,0
4448.166,14.3,0,-8.1,223,92,93.33,72.5,2,52.55,2,99,15.09,15.53,5.04,221,646.7,690,6,-0.5,2.5,2.2,3,2.2,3,2.2,3,201,54.7,54.7,34.9,0
4448.247,14.3,0,-8,223,92,93.33,72.3,2,52.55,2,99,15.16,15.57,5.25,221,643.3,704,5,-0.5,2.9,0.8,1.1,0.8,1.1,0.8,1.1,201,55.6,55.6,34.8,0
4448.333,14.3,0,-8,223,92,93.33,72.3,2,52.55,2,99,15.23,15.67,5.28,221,646.3,702,5,-0.3,3.2,-1.9,-1.5,-1.9,-1.5,-1.9,-1.5,201,54.7,54.7,34.9,0
4448.416,14.3,0,-8,223,92,93.33,72.5,2,52.55,2,99,15.33,15.75,5.26,221,644.4,697,5,0.2,3.5,-0.8,0,-0.8,0,-0.8,0,201,55,55,34.9,0
4448.506,14.3,0,-8,223,92,93.33,72.3,2,52.55,2,99,15.37,15.79,5.24,221,638.5,699,5,0.2,3.5,0.8,1.1,0.8,1.1,0.8,1.1,201,56.3,56.3,34.8,0
4448.576,14.3,0,-8,223,92,93.33,72.3,2,52.55,2,99,15.4,15.79,5.29,221,640.8,701,5,0.4,3.7,-0.4,0,-0.4,0,-0.4,0,201,55.3,55.3,34.8,0
4448.656,14.3,0,-8,223,92,93.33,72.7,2,52.55,2,100,15.47,15.79,5.21,221,643.1,694,5,0.5,3.8,1.5,1.9,1.5,1.9,1.5,1.9,201,56.3,56.3,34.8,0
4448.731,14.3,0,-7.9,223,92,93.33,72.9,2,52.55,2,100,15.5,15.79,5.3,221,645.8,700,5,0.8,3.9,0,0.4,0,0.4,0,0.4,201,55,55,34.8,0
4448.806,14.3,0,-7.9,223,92,93.33,72.9,2,52.55,2,100,15.5,15.79,5.35,221,644.1,701,5,0.7,4,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,201,54.6,54.6,34.8,0
4448.876,14.3,0,-7.9,223,92,93.33,73,2,52.55,2,100,15.55,15.82,5.35,221,641.9,699,5,1.1,4.2,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,201,54.6,54.6,34.8,0
4448.969,14.3,0,-7.9,223,92,93.33,72.9,2,52.55,2,100,15.62,15.82,5.35,221,642.1,696,5,1.6,4.3,0.4,-0.4,0.4,-0.4,0.4,-0.4,201,54.6,54.6,34.8,0
4449.046,14.3,0,-7.9,223,92,93.33,72.5,2,52.55,2,100,15.69,15.82,5.34,221,645.6,695,5,2,4.3,0,-0.4,0,-0.4,0,-0.4,201,54.6,54.6,34.8,0
4449.131,14.3,0,-7.8,223,92,93.33,72.5,2,52.55,2,100,15.69,15.79,5.42,221,640,698,5,2,4.3,0.4,-0.4,0.4,-0.4,0.4,-0.4,201,54.5,54.5,34.8,0
4449.206,14.3,0,-7.8,223,92,93.33,72.3,2,52.55,2,100,15.72,15.79,5.42,221,642.1,699,5,2.4,4.5,-0.4,-0.8,-0.4,-0.8,-0.4,-0.8,201,54.6,54.6,34.8,0
4449.282,14.3,0,-7.7,223,92,93.33,72.2,2,52.55,2,100,15.72,15.75,5.48,221,638.1,699,4,2.4,4.5,-0.8,-1.1,-0.8,-1.1,-0.8,-1.1,201,55.5,55.5,34.8,0
4449.361,14.3,0,-7.7,223,92,93.33,71.4,2,52.55,2,100,15.72,15.72,5.49,221,642.3,701,4,2.5,4.4,0,-0.4,0,-0.4,0,-0.4,201,55.5,55.5,34.7,0
4449.441,14.3,0,-7.7,223,92,93.33,70.9,2,52.55,2,100,15.76,15.67,5.53,221,640.1,702,4,2.8,4.7,-1.9,-2.2,-1.9,-2.2,-1.9,-2.2,201,54.6,54.6,34.8,0
4449.516,14.3,0,-7.7,223,92,93.33,70.2,2,52.55,2,100,15.76,15.65,5.5,221,638,698,4,2.8,4.8,-0.4,-0.8,-0.4,-0.8,-0.4,-0.8,201,54.5,54.5,34.7,0
4449.605,14.3,0,-7.7,223,92,93.33,73.9,2,52.55,2,100,15.79,15.57,5.55,221,631.6,702,4,3,4.8,-1.5,-1.9,-1.5,-1.9,-1.5,-1.9,201,54.5,54.5,34.8,0
4449.679,14.3,0,-7.7,223,92,93.33,73.7,2,52.55,2,100,15.79,15.53,5.55,221,635.4,703,4,3.1,4.8,-1.1,-1.5,-1.1,-1.5,-1.1,-1.5,201,55.5,55.5,34.7,0
4449.756,14.3,0,-7.7,223,92,93.33,72.9,2,52.55,2,100,15.83,15.46,5.52,221,636.7,698,4,3.3,5,0,-0.4,0,-0.4,0,-0.4,201,54.5,54.5,34.7,0
4449.836,14.3,0,-7.7,223,92,93.33,72.3,2,52.55,2,100,15.83,15.46,5.53,221,637.5,698,4,3.4,5,-0.4,-0.8,-0.4,-0.8,-0.4,-0.8,201,54.9,54.9,34.7,0
